N,P,K,temperature,humidity,ph,rainfall,label
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
19,7,9,27.255435,91.71369387,6.969883482999999,101.139435,orange
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
18,14,11,28.04799508,90.00621688,6.550814117000001,117.1311498,orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
54,65,47,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya
43,50,48,28.28222883,91.37059792,6.63016515,179.27208069999998,papaya
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
50,46,52,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
49,55,51,24.87212063,93.90560147,6.676578778,135.16945249999998,papaya
63,58,47,26.83054058,90.75379971,6.864143752,144.66564440000005,papaya
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
45,57,47,23.16855863,90.78821158,6.656458831,161.68920930000004,papaya
68,69,52,25.65492304,92.74501561,6.813383387000001,52.95477913,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
48,62,47,25.34756111,93.02871078,6.803094965,174.40123369999995,papaya
48,57,54,29.02328049,90.20396783,6.617703177999999,126.8069869,papaya
38,61,52,31.22790131,94.94021378,6.620729882000001,46.44279118,papaya
57,64,55,26.68386496,92.9585411,6.583760498999999,62.50689682,papaya
51,57,55,24.70528368,90.14732171,6.6764073370000006,108.4103158,papaya
68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya
13,28,33,28.130115000000004,95.64807631,5.686972967000001,151.0761899,coconut
2,21,35,25.02887163,91.53720922,6.293662362999999,179.8248944,coconut
34,6,27,25.84726298,90.92669463,5.8607404810000014,147.8888994,coconut
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
24,6,32,28.11321494,90.01734526,6.387067562,172.48136409999995,coconut
10,9,28,29.01256899,94.01014388,6.282955072999999,150.05003119999995,coconut
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
11,6,25,28.69164799,96.65248672,6.081568052000001,178.9635457,coconut
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
16,6,29,29.28725038,91.95614918,5.868285082000001,132.1491176,coconut
32,11,31,25.06871967,93.31410447,6.205931637999999,134.84190690000003,coconut
8,6,33,28.27804288,93.64761266,6.095261012999999,171.9457959,coconut
27,22,29,28.83214859,92.17170353,6.000248647,145.41723869999996,coconut
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut
18,19,29,27.59376845,92.48519606,6.206077742000001,162.8432736,coconut
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut
10,24,27,27.57283516,94.90485697,5.7084096010000005,145.9298935,coconut
32,11,31,29.51611558,92.56492864,6.461225827000001,131.2116167,coconut
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
1,6,35,27.02269204,95.71935435,6.231662767,147.16824590000004,coconut
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut
25,12,26,28.56973521,95.67906668,6.436314406,134.83703480000003,coconut
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut
0,19,31,25.51791333,94.38420565,6.271952832999999,178.7297725,coconut
26,9,32,25.9490364,94.73860514,6.470465614,144.15711090000005,coconut
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut
31,13,33,29.69952329,95.21224392,6.342463714,148.30036919999995,coconut
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
23,21,26,26.45488737,93.45042636,5.901495543999999,149.2220255,coconut
37,5,34,25.79490531,93.84150618,5.779032666,152.42387119999995,coconut
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
136,36,20,23.09595631,84.86275707,6.925412377000001,71.29581071,cotton
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,cotton
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,cotton
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,cotton
131,35,18,24.49112609,82.24415809,7.0576933660000005,64.02949379,cotton
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton
100,46,18,24.18586246,76.04203958,6.4316895060000006,69.08056728,cotton
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
100,41,22,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
131,49,22,25.49848236,79.9751579,7.306918817000001,67.05961949,cotton
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton
113,38,25,22.00085141,79.47270984,7.388265887999999,90.42224164,cotton
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,cotton
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
103,51,20,22.80213132,84.14668447,7.0466074339999984,91.6389565,cotton
129,47,20,24.41212325,80.80343786,6.281913857999999,98.60457373,cotton
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
114,40,23,25.53676123,81.13668716,6.7539780610000015,95.4262599,cotton
131,60,17,25.32023717,81.79475917,7.4250413160000015,83.46532547,cotton
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton
119,44,15,22.14593688,82.85975490000001,7.091992365,60.65381719,cotton
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
127,53,24,22.21506982,76.17851932,6.127939627999999,70.40557612,cotton
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
111,39,22,22.60361557,80.35090459999998,6.135025006,88.57395505,cotton
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton
112,54,15,25.46228792,81.56641891,6.1754923060000015,76.88582484,cotton
105,56,15,25.96779712,81.97904282,7.272316208999999,74.14169043,cotton
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton
106,49,24,23.03887865,76.47039772,6.983395572999999,90.64770699,cotton
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton
118,44,23,22.08458267,82.82904143,6.6916904760000016,67.06459777,cotton
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,cotton
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton
114,40,17,24.32630461,80.13456404,6.363406102000001,69.45072055,cotton
106,46,20,23.43821725,78.63388824,6.2006719760000015,81.15072105,cotton
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
60,37,39,26.59104992,82.94164078,6.033485257000001,161.2469997,jute
86,40,39,25.72100868,88.16513579,6.207459637,175.60866969999995,jute
63,37,43,23.41798979,85.08640476,6.661957897000001,185.7446728,jute
70,43,40,24.35564134,88.80391021,6.176860192,169.11680280000004,jute
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
74,40,40,25.13842773,83.12053888,6.386259977999999,169.33884650000005,jute
89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute
81,56,36,23.39605743,72.60512854,7.097586415,174.78764109999997,jute
84,55,38,26.8748389,79.78725152,6.956682742999999,173.1017097,jute
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,jute
69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute
82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,jute
69,57,35,24.30748599,78.54340987,6.1868143920000005,186.2337571,jute
81,36,38,23.76554749,87.98329901,6.334837865,150.31661519999997,jute
67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute
77,52,41,23.89069041,83.46409075,6.097294061,167.72306319999996,jute
90,48,45,24.06475727,71.31342851,6.509174788999999,153.63902119999997,jute
66,47,36,24.85441411,74.44070479999998,6.57256106,175.572958,jute
77,51,44,23.25583402,82.7015932,7.124333547000001,166.2160846,jute
94,37,41,24.7634518,87.06071115,6.4635387070000005,179.1630865,jute
75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute
62,56,35,25.97825807,81.65769588,6.235357637999999,163.3488091,jute
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute
75,56,44,25.2746335,73.7459581,6.109478059,168.0432282,jute
78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,jute
100,58,41,23.17403323,87.88255345,6.6587699910000016,160.6217342,jute
88,50,40,25.63215038,79.95150917,7.0518224720000005,182.2582277,jute
67,41,40,25.84879500000001,87.81661683,7.333143205,152.6194403,jute
72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,jute
89,57,43,26.91515043,73.19897535,6.998787171,177.22330480000005,jute
61,41,44,24.36972377,82.11319791,6.537914957999999,159.92109340000005,jute
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,jute
84,40,43,25.01157559,88.33130229999998,7.228268227999999,169.4168014,jute
75,36,44,23.28081,74.27607475,6.613341342999999,153.7447398,jute
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute
77,48,36,25.86705009,84.09985284,7.36008498,154.83908469999997,jute
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute
99,57,38,24.80624984,82.09281674,6.356295567999999,156.3616174,jute
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,jute
67,46,44,26.82489244,78.20392774,7.093328631,153.91998069999997,jute
84,37,42,25.49674786,81.13449097,6.691074249,169.92882340000003,jute
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,jute
64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,jute
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute
90,50,44,26.91643698,73.48655995,6.253408852000001,171.4716375,jute
91,38,36,26.5232969,77.17331847,7.287318722999999,157.8548562,jute
72,41,36,26.50838667,86.84264005,6.065898282999999,152.9801697,jute
82,46,41,23.325013100000003,79.79609448,6.581693772,187.3096148,jute
71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,jute
80,43,43,23.78756036,74.36794079,6.014572075,172.64426540000005,jute
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,jute
93,43,38,23.61475336,86.14290267,6.987332927000001,150.2355238,jute
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,jute
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute
107,21,26,26.45288458,55.32222678,7.235070264,144.68613359999995,coffee
83,38,35,25.70822684,52.88667115,7.18915558,136.73250919999998,coffee
108,24,31,24.12832546,56.18107663,6.431899747999999,147.27578180000003,coffee
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
109,31,27,23.05951896,50.40609436,6.973839707000001,164.4971875,coffee
89,25,34,23.07895447,63.65861483,7.184801627000001,129.8765443,coffee
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee
111,32,34,25.46743689,69.35161206,6.392048018,171.37644619999998,coffee
84,36,28,26.7350622,55.55164819,6.119892347,140.63052130000003,coffee
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee
81,30,31,24.65090184,51.93952357,7.027585558999999,135.1386537,coffee
95,39,29,27.35152643,55.99375012,7.13411409,148.98125249999995,coffee
81,34,30,25.17787724,62.26244581,6.6477659970000005,135.0119649,coffee
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
98,18,27,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
84,27,29,23.32293161,53.00366334,7.167092586,168.26442869999997,coffee
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee
113,21,33,26.02241444,55.83288958,7.277422737999999,176.90209240000004,coffee
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee
113,33,34,26.00373964,62.144510200000006,6.559817161000002,153.477776,coffee
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee
82,29,35,26.67377159,52.24226285,6.246872394,156.15438980000005,coffee
103,33,25,27.10210397,55.74973320000001,6.911066044,139.5013171,coffee
99,19,33,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee
120,20,34,23.56960509,50.56339727,6.906124587000001,130.3797119,coffee
100,40,35,27.56441788,54.41094079,6.9557873510000015,177.816092,coffee
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee
115,31,30,24.22984659,67.37768353,6.840927967000001,122.4073418,coffee
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
82,24,26,24.31274458,53.57285558,6.089443602999999,184.4103931,coffee
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee
97,22,26,23.60567546,59.68849145,6.074190142000001,185.1568059,coffee
99,40,32,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,coffee
89,28,33,26.44414097,53.83876189,6.9932360010000005,175.3723314,coffee
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee
119,30,28,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,coffee
116,40,33,24.91370487,54.15319242,7.042089492000001,129.5481144,coffee
117,37,32,23.1069385,67.06230539,6.787658922,162.57696059999995,coffee
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee
101,31,26,26.70897548,69.71184111,6.861235184,158.86088869999998,coffee
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
93,26,27,24.59245684,56.46829641,7.288211994,137.70440469999997,coffee
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,coffee
101,33,33,26.97251562,62.0183627,6.908671378999999,142.8610793,coffee
107,31,31,23.17124551,52.97841162,6.766184468,153.12016440000005,coffee
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee
103,40,30,27.30901814,55.196224,6.3483162570000005,141.48316440000005,coffee
118,31,34,27.54823036,62.88179198,6.123796057000001,181.4170812,coffee
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,coffee
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee
99,15,27,27.41711238,56.63636248,6.086922359,127.92461000000002,coffee
118,33,30,24.13179691,67.22512329,6.362607851,173.32283859999995,coffee
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee
104,18,30,23.60301571,60.39647474,6.779832611000002,140.9370415,coffee
